"lakename","year4","daynum","sampledate","depth","depth_id","DIC_mg","doc","absorbance","tpc"
"Peter Lake",2014,181,2014-06-30,"Hypolimnion",7,8.318523722,6.288,0.252,NA
"Paul Lake",2014,182,2014-07-01,"Metalimnion",-2,NA,3.238,0.063,NA
"Paul Lake",2014,182,2014-07-01,"PML",-1,NA,3.598,0.07,NA
"Paul Lake",2014,182,2014-07-01,"Hypolimnion",7,9.543816361,4.708,0.455,NA
"Tuesday Lake",2014,183,2014-07-02,"Metalimnion",-2,NA,11.088,0.226,NA
"Tuesday Lake",2014,183,2014-07-02,"PML",-1,NA,11.258,0.208,NA
"Tuesday Lake",2014,183,2014-07-02,"Hypolimnion",7,5.914150191,12.958,0.277,NA
"Peter Lake",2014,188,2014-07-07,"Metalimnion",-2,NA,6.498,0.085,NA
"Peter Lake",2014,188,2014-07-07,"PML",-1,NA,8.548,0.09,NA
"Peter Lake",2014,188,2014-07-07,"Hypolimnion",7,8.090246578,6.838,0.201,NA
"Paul Lake",2014,189,2014-07-08,"Metalimnion",-2,NA,8.198,0.069,NA
"Paul Lake",2014,189,2014-07-08,"PML",-1,NA,3.598,0.058,NA
"Paul Lake",2014,189,2014-07-08,"Hypolimnion",7,8.551482696,4.538,0.369,NA
"Tuesday Lake",2014,190,2014-07-09,"Metalimnion",-2,NA,10.648,0.225,NA
"Tuesday Lake",2014,190,2014-07-09,"PML",-1,NA,27.798,0.237,NA
"Tuesday Lake",2014,190,2014-07-09,"Hypolimnion",7,5.967961142,11.168,0.271,NA
"Peter Lake",2014,195,2014-07-14,"Metalimnion",-2,NA,4.428,0.08,NA
"Peter Lake",2014,195,2014-07-14,"PML",-1,NA,4.458,0.094,NA
"Peter Lake",2014,195,2014-07-14,"Hypolimnion",7,8.965777915,5.638,0.265,NA
"Paul Lake",2014,196,2014-07-15,"Metalimnion",-2,NA,3.298,0.065,NA
"Paul Lake",2014,196,2014-07-15,"PML",-1,NA,3.708,0.056,NA
"Paul Lake",2014,196,2014-07-15,"Hypolimnion",7,9.646880162,5.348,0.437,NA
"Tuesday Lake",2014,197,2014-07-16,"Metalimnion",-2,NA,9.568,0.231,NA
"Tuesday Lake",2014,197,2014-07-16,"PML",-1,NA,9.538,0.221,NA
"Tuesday Lake",2014,197,2014-07-16,"Hypolimnion",7,5.876483727,10.138,0.271,NA
"Peter Lake",2014,202,2014-07-21,"Metalimnion",-2,NA,4.808,0.087,NA
"Peter Lake",2014,202,2014-07-21,"PML",-1,NA,9.448,0.104,NA
"Peter Lake",2014,202,2014-07-21,"Hypolimnion",7,9.846434859,6.038,0.311,NA
"Paul Lake",2014,203,2014-07-22,"Metalimnion",-2,NA,3.078,0.064,NA
"Paul Lake",2014,203,2014-07-22,"PML",-1,NA,3.468,0.053,NA
"Paul Lake",2014,203,2014-07-22,"Hypolimnion",7,10.41235867,5.488,0.488,NA
"Tuesday Lake",2014,204,2014-07-23,"Metalimnion",-2,NA,10.158,0.249,NA
"Tuesday Lake",2014,204,2014-07-23,"PML",-1,NA,10.638,0.225,NA
"Tuesday Lake",2014,204,2014-07-23,"Hypolimnion",7,6.382353632,11.348,0.313,NA
"Peter Lake",2014,209,2014-07-28,"Metalimnion",-2,NA,4.388,0.082,NA
"Peter Lake",2014,209,2014-07-28,"PML",-1,NA,4.468,0.1,NA
"Peter Lake",2014,209,2014-07-28,"Hypolimnion",7,7.91935553,5.238,0.233,NA
"Paul Lake",2014,210,2014-07-29,"Metalimnion",-2,NA,3.358,0.059,NA
"Paul Lake",2014,210,2014-07-29,"PML",-1,NA,3.638,0.055,NA
"Paul Lake",2014,210,2014-07-29,"Hypolimnion",7,9.439417858,4.718,0.443,NA
"Tuesday Lake",2014,211,2014-07-30,"Metalimnion",-2,NA,9.988,0.239,NA
"Tuesday Lake",2014,211,2014-07-30,"PML",-1,NA,10.038,0.215,NA
"Tuesday Lake",2014,211,2014-07-30,"Hypolimnion",7,6.770968714,10.588,0.278,NA
"Peter Lake",2014,216,2014-08-04,"Metalimnion",-2,NA,4.358,0.082,NA
"Peter Lake",2014,216,2014-08-04,"PML",-1,NA,4.618,0.1,NA
"Peter Lake",2014,216,2014-08-04,"Hypolimnion",7,9.315651472,5.728,0.342,NA
"Paul Lake",2014,217,2014-08-05,"Metalimnion",-2,NA,3.308,0.061,NA
"Paul Lake",2014,217,2014-08-05,"PML",-1,NA,3.628,0.054,NA
"Paul Lake",2014,217,2014-08-05,"Hypolimnion",7,10.26427002,5.248,0.406,NA
"Tuesday Lake",2014,218,2014-08-06,"Metalimnion",-2,NA,10.028,0.23,NA
"Tuesday Lake",2014,218,2014-08-06,"PML",-1,NA,10.258,0.219,NA
"Tuesday Lake",2014,218,2014-08-06,"Hypolimnion",7,6.752021391,11.208,0.302,NA
"Peter Lake",2014,223,2014-08-11,"Metalimnion",-2,NA,5.218,0.111,NA
"Peter Lake",2014,223,2014-08-11,"PML",-1,NA,5.628,0.127,NA
"Peter Lake",2014,223,2014-08-11,"Hypolimnion",7,8.350380282,6.218,0.317,NA
"Paul Lake",2014,224,2014-08-12,"Metalimnion",-2,NA,3.288,0.079,NA
"Paul Lake",2014,224,2014-08-12,"PML",-1,NA,3.388,0.067,NA
"Paul Lake",2014,224,2014-08-12,"Hypolimnion",7,10.46529267,5.878,0.591,NA
"Tuesday Lake",2014,225,2014-08-13,"Metalimnion",-2,NA,9.578,0.302,NA
"Tuesday Lake",2014,225,2014-08-13,"PML",-1,NA,9.978,0.283,NA
"Tuesday Lake",2014,225,2014-08-13,"Hypolimnion",7,6.898387012,10.668,0.397,NA
"Peter Lake",2014,230,2014-08-18,"Metalimnion",-2,NA,4.148,0.109,NA
"Peter Lake",2014,230,2014-08-18,"PML",-1,NA,4.608,0.118,NA
"Peter Lake",2014,230,2014-08-18,"Hypolimnion",7,8.019968661,5.328,0.299,NA
"Paul Lake",2014,231,2014-08-19,"Metalimnion",-2,NA,2.998,0.068,NA
"Paul Lake",2014,231,2014-08-19,"PML",-1,NA,3.098,0.067,NA
"Paul Lake",2014,231,2014-08-19,"Hypolimnion",7,8.236504668,3.558,0.444,NA
"Tuesday Lake",2014,232,2014-08-20,"Metalimnion",-2,NA,8.278,0.288,NA
"Tuesday Lake",2014,232,2014-08-20,"PML",-1,NA,8.998,0.373,NA
"Tuesday Lake",2014,232,2014-08-20,"Hypolimnion",7,5.223729108,9.758,0.281,NA
"Peter Lake",2014,237,2014-08-25,"Metalimnion",-2,NA,4.048,0.08,NA
"Peter Lake",2014,237,2014-08-25,"PML",-1,NA,4.468,0.081,NA
"Peter Lake",2014,237,2014-08-25,"Hypolimnion",7,10.03660822,5.348,0.284,NA
"Paul Lake",2014,238,2014-08-26,"Metalimnion",-2,NA,2.808,0.05,NA
"Paul Lake",2014,238,2014-08-26,"PML",-1,NA,3.098,0.05,NA
"Paul Lake",2014,238,2014-08-26,"Hypolimnion",7,10.52747974,4.718,0.484,NA
"Tuesday Lake",2014,239,2014-08-27,"Metalimnion",-2,NA,9.398,0.288,NA
"Tuesday Lake",2014,239,2014-08-27,"PML",-1,NA,8.978,0.201,NA
"Tuesday Lake",2014,239,2014-08-27,"Hypolimnion",7,7.168668451,10.418,0.297,NA
"Peter Lake",2015,138,2015-05-18,"Metalimnion",-2,NA,4.626666667,0.078,NA
"Peter Lake",2015,138,2015-05-18,"PML",-1,NA,4.396666667,0.067,NA
"Peter Lake",2015,138,2015-05-18,"Hypolimnion",7,11.17112057,6.536666667,0.294,NA
"Paul Lake",2015,139,2015-05-19,"Metalimnion",-2,NA,3.276666667,0.036,NA
"Paul Lake",2015,139,2015-05-19,"PML",-1,NA,3.406666667,0.042,NA
"Paul Lake",2015,139,2015-05-19,"Hypolimnion",7,NA,4.266666667,0.295,NA
"Paul Lake",2015,140,2015-05-20,"Hypolimnion",7,9.300213266,NA,NA,NA
"Tuesday Lake",2015,140,2015-05-20,"Metalimnion",-2,NA,10.41666667,0.205,NA
"Tuesday Lake",2015,140,2015-05-20,"PML",-1,NA,10.99666667,0.194,NA
"Tuesday Lake",2015,140,2015-05-20,"Hypolimnion",7,8.376634348,12.08666667,0.33,NA
"Peter Lake",2015,145,2015-05-25,"Metalimnion",-2,NA,5.086666667,0.075,NA
"Peter Lake",2015,145,2015-05-25,"PML",-1,NA,4.786666667,0.062,NA
"Peter Lake",2015,145,2015-05-25,"Hypolimnion",7,5.583246942,6.066666667,0.174,NA
"Paul Lake",2015,146,2015-05-26,"Metalimnion",-2,NA,4.066666667,0.046,NA
"Paul Lake",2015,146,2015-05-26,"PML",-1,NA,3.626666667,0.049,NA
"Paul Lake",2015,146,2015-05-26,"Hypolimnion",7,7.619572093,4.306666667,0.274,NA
"Tuesday Lake",2015,147,2015-05-27,"Metalimnion",-2,NA,9.926666667,0.208,NA
"Tuesday Lake",2015,147,2015-05-27,"PML",-1,NA,10.56666667,0.198,NA
"Tuesday Lake",2015,147,2015-05-27,"Hypolimnion",7,NA,11.62666667,0.338,NA
"Peter Lake",2015,152,2015-06-01,"Metalimnion",-2,NA,7.536666667,0.076,NA
"Peter Lake",2015,152,2015-06-01,"PML",-1,NA,7.416666667,0.065,NA
"Peter Lake",2015,152,2015-06-01,"Hypolimnion",7,10.57944316,9.246666667,0.332,NA
"Paul Lake",2015,153,2015-06-02,"Metalimnion",-2,NA,3.616666667,0.048,NA
"Paul Lake",2015,153,2015-06-02,"PML",-1,NA,3.396666667,0.052,NA
"Paul Lake",2015,153,2015-06-02,"Hypolimnion",7,7.435198386,4.366666667,0.274,NA
"Tuesday Lake",2015,154,2015-06-03,"Metalimnion",-2,NA,9.806666667,0.225,NA
"Tuesday Lake",2015,154,2015-06-03,"PML",-1,NA,9.356666667,0.194,NA
"Tuesday Lake",2015,154,2015-06-03,"Hypolimnion",7,8.790882456,11.72666667,0.375,NA
"Peter Lake",2015,159,2015-06-08,"Metalimnion",-2,NA,5.056666667,0.086,NA
"Peter Lake",2015,159,2015-06-08,"PML",-1,NA,4.956666667,0.07,NA
"Peter Lake",2015,159,2015-06-08,"Hypolimnion",7,4.003174829,6.496666667,0.37,NA
"Paul Lake",2015,160,2015-06-09,"Metalimnion",-2,NA,3.206666667,0.044,NA
"Paul Lake",2015,160,2015-06-09,"PML",-1,NA,3.576666667,0.051,NA
"Paul Lake",2015,160,2015-06-09,"Hypolimnion",7,7.645922149,3.626666667,0.132,NA
"Tuesday Lake",2015,161,2015-06-10,"Metalimnion",-2,NA,9.706666667,0.219,NA
"Tuesday Lake",2015,161,2015-06-10,"PML",-1,NA,9.396666667,0.185,NA
"Tuesday Lake",2015,161,2015-06-10,"Hypolimnion",7,6.963692605,10.94666667,0.318,NA
"Peter Lake",2015,166,2015-06-15,"Metalimnion",-2,NA,4.996666667,0.068,NA
"Peter Lake",2015,166,2015-06-15,"PML",-1,NA,5.176666667,0.075,NA
"Peter Lake",2015,166,2015-06-15,"Hypolimnion",7,9.914486769,5.866666667,0.277,NA
"Paul Lake",2015,167,2015-06-16,"Metalimnion",-2,NA,3.216666667,0.046,NA
"Paul Lake",2015,167,2015-06-16,"PML",-1,NA,3.626666667,0.052,NA
"Paul Lake",2015,167,2015-06-16,"Hypolimnion",7,7.665061966,4.046666667,0.249,NA
"Tuesday Lake",2015,168,2015-06-17,"Metalimnion",-2,NA,14.24666667,0.217,NA
"Tuesday Lake",2015,168,2015-06-17,"PML",-1,NA,13.09666667,0.161,NA
"Tuesday Lake",2015,168,2015-06-17,"Hypolimnion",7,7.83826204,15.86666667,0.335,NA
"Peter Lake",2015,173,2015-06-22,"Metalimnion",-2,NA,4.596666667,0.079,NA
"Peter Lake",2015,173,2015-06-22,"PML",-1,NA,5.216666667,0.077,NA
"Peter Lake",2015,173,2015-06-22,"Hypolimnion",7,11.05826859,7.256666667,0.341,NA
"Paul Lake",2015,174,2015-06-23,"Metalimnion",-2,NA,3.156666667,0.052,NA
"Paul Lake",2015,174,2015-06-23,"PML",-1,NA,3.496666667,0.048,NA
"Paul Lake",2015,174,2015-06-23,"Hypolimnion",7,9.33978366,4.756666667,0.444,NA
"Tuesday Lake",2015,175,2015-06-24,"Metalimnion",-2,NA,10.03666667,0.222,NA
"Tuesday Lake",2015,175,2015-06-24,"PML",-1,NA,9.706666667,0.174,NA
"Tuesday Lake",2015,175,2015-06-24,"Hypolimnion",7,8.938849554,11.52666667,0.367,NA
"Peter Lake",2015,180,2015-06-29,"Metalimnion",-2,NA,5.276666667,0.072,NA
"Peter Lake",2015,180,2015-06-29,"PML",-1,NA,5.646666667,0.072,NA
"Peter Lake",2015,180,2015-06-29,"Hypolimnion",7,12.80535612,7.996666667,0.347,NA
"Paul Lake",2015,181,2015-06-30,"Metalimnion",-2,NA,3.016666667,0.052,NA
"Paul Lake",2015,181,2015-06-30,"PML",-1,NA,3.316666667,0.055,NA
"Paul Lake",2015,181,2015-06-30,"Hypolimnion",7,8.564678016,4.146666667,0.369,NA
"Tuesday Lake",2015,182,2015-07-01,"Metalimnion",-2,NA,9.616666667,0.224,NA
"Tuesday Lake",2015,182,2015-07-01,"PML",-1,NA,9.376666667,0.192,NA
"Tuesday Lake",2015,182,2015-07-01,"Hypolimnion",7,7.608154808,10.71666667,0.336,NA
"Peter Lake",2015,187,2015-07-06,"Metalimnion",-2,NA,4.306666667,0.078,NA
"Peter Lake",2015,187,2015-07-06,"PML",-1,NA,5.106666667,0.06,NA
"Peter Lake",2015,187,2015-07-06,"Hypolimnion",7,9.382741775,5.746666667,0.278,NA
"Paul Lake",2015,188,2015-07-07,"Metalimnion",-2,NA,3.176666667,0.057,NA
"Paul Lake",2015,188,2015-07-07,"PML",-1,NA,3.646666667,0.053,NA
"Paul Lake",2015,188,2015-07-07,"Hypolimnion",7,9.101043978,4.656666667,0.503,NA
"Tuesday Lake",2015,189,2015-07-08,"Metalimnion",-2,NA,9.476666667,0.227,NA
"Tuesday Lake",2015,189,2015-07-08,"PML",-1,NA,8.856666667,0.19,NA
"Tuesday Lake",2015,189,2015-07-08,"Hypolimnion",7,8.334577276,10.68666667,0.361,NA
"Peter Lake",2015,194,2015-07-13,"Metalimnion",-2,NA,4.166666667,0.089,NA
"Peter Lake",2015,194,2015-07-13,"PML",-1,NA,4.996666667,0.072,NA
"Peter Lake",2015,194,2015-07-13,"Hypolimnion",7,10.01531376,5.616666667,0.283,NA
"Paul Lake",2015,195,2015-07-14,"Metalimnion",-2,NA,3.126666667,0.06,NA
"Paul Lake",2015,195,2015-07-14,"PML",-1,NA,3.336666667,0.058,NA
"Paul Lake",2015,195,2015-07-14,"Hypolimnion",7,9.053497979,4.246666667,0.368,NA
"Tuesday Lake",2015,196,2015-07-15,"Metalimnion",-2,NA,9.736666667,0.208,NA
"Tuesday Lake",2015,196,2015-07-15,"PML",-1,NA,9.356666667,0.198,NA
"Tuesday Lake",2015,196,2015-07-15,"Hypolimnion",7,8.153476442,10.61666667,0.322,NA
"Peter Lake",2015,201,2015-07-20,"Metalimnion",-2,NA,4.326666667,0.075,NA
"Peter Lake",2015,201,2015-07-20,"PML",-1,NA,5.296666667,0.062,NA
"Peter Lake",2015,201,2015-07-20,"Hypolimnion",7,11.11437199,5.516666667,0.307,NA
"Paul Lake",2015,202,2015-07-21,"Metalimnion",-2,NA,3.136666667,0.053,NA
"Paul Lake",2015,202,2015-07-21,"PML",-1,NA,3.476666667,0.062,NA
"Paul Lake",2015,202,2015-07-21,"Hypolimnion",7,10.13350004,4.606666667,0.513,NA
"Tuesday Lake",2015,203,2015-07-22,"Metalimnion",-2,NA,9.716666667,0.214,NA
"Tuesday Lake",2015,203,2015-07-22,"PML",-1,NA,9.186666667,0.18,NA
"Tuesday Lake",2015,203,2015-07-22,"Hypolimnion",7,8.733956876,11.08666667,0.328,NA
"Peter Lake",2015,208,2015-07-27,"Metalimnion",-2,NA,6.636666667,0.082,NA
"Peter Lake",2015,208,2015-07-27,"PML",-1,NA,5.906666667,0.079,NA
"Peter Lake",2015,208,2015-07-27,"Hypolimnion",7,7.188511341,5.296666667,0.192,NA
"Paul Lake",2015,209,2015-07-28,"Metalimnion",-2,NA,3.176666667,0.042,NA
"Paul Lake",2015,209,2015-07-28,"PML",-1,NA,3.526666667,0.041,NA
"Paul Lake",2015,209,2015-07-28,"Hypolimnion",7,10.58630148,5.236666667,0.524,NA
"Tuesday Lake",2015,210,2015-07-29,"Metalimnion",-2,NA,NA,0.235,NA
"Tuesday Lake",2015,210,2015-07-29,"PML",-1,NA,NA,0.215,NA
"Tuesday Lake",2015,210,2015-07-29,"Hypolimnion",7,7.351258242,NA,0.4,NA
"Peter Lake",2015,215,2015-08-03,"Metalimnion",-2,NA,4.406666667,0.082,NA
"Peter Lake",2015,215,2015-08-03,"PML",-1,NA,5.026666667,0.063,NA
"Peter Lake",2015,215,2015-08-03,"Hypolimnion",7,12.59160541,6.066666667,0.335,NA
"Paul Lake",2015,216,2015-08-04,"Metalimnion",-2,NA,2.956666667,0.063,NA
"Paul Lake",2015,216,2015-08-04,"PML",-1,NA,3.346666667,0.059,NA
"Paul Lake",2015,216,2015-08-04,"Hypolimnion",7,9.741946404,4.626666667,0.54,NA
"Tuesday Lake",2015,217,2015-08-05,"Metalimnion",-2,NA,9.716666667,0.221,NA
"Tuesday Lake",2015,217,2015-08-05,"PML",-1,NA,9.306666667,0.197,NA
"Tuesday Lake",2015,217,2015-08-05,"Hypolimnion",7,9.024475602,11.29666667,0.34,NA
"Peter Lake",2015,222,2015-08-10,"Metalimnion",-2,NA,4.326666667,0.084,NA
"Peter Lake",2015,222,2015-08-10,"PML",-1,NA,5.286666667,0.078,NA
"Peter Lake",2015,222,2015-08-10,"Hypolimnion",7,10.25443576,6.126666667,0.353,NA
"Paul Lake",2015,223,2015-08-11,"Metalimnion",-2,NA,3.016666667,0.062,NA
"Paul Lake",2015,223,2015-08-11,"PML",-1,NA,3.286666667,0.055,NA
"Paul Lake",2015,223,2015-08-11,"Hypolimnion",7,11.43805823,4.566666667,0.56,NA
"Tuesday Lake",2015,224,2015-08-12,"Metalimnion",-2,NA,9.786666667,0.214,NA
"Tuesday Lake",2015,224,2015-08-12,"PML",-1,NA,9.566666667,0.195,NA
"Tuesday Lake",2015,224,2015-08-12,"Hypolimnion",7,8.955892837,10.91666667,0.358,NA
"Peter Lake",2015,229,2015-08-17,"Metalimnion",-2,NA,4.406666667,0.081,NA
"Peter Lake",2015,229,2015-08-17,"PML",-1,NA,5.276666667,0.065,NA
"Peter Lake",2015,229,2015-08-17,"Hypolimnion",7,11.91316437,5.946666667,0.334,NA
"Paul Lake",2015,230,2015-08-18,"Metalimnion",-2,NA,3.176666667,0.059,NA
"Paul Lake",2015,230,2015-08-18,"PML",-1,NA,3.606666667,0.052,NA
"Paul Lake",2015,230,2015-08-18,"Hypolimnion",7,10.75081429,5.916666667,0.584,NA
"Tuesday Lake",2015,231,2015-08-19,"Metalimnion",-2,NA,9.716666667,0.2,NA
"Tuesday Lake",2015,231,2015-08-19,"PML",-1,NA,9.446666667,0.199,NA
"Tuesday Lake",2015,231,2015-08-19,"Hypolimnion",7,9.126260984,10.96666667,0.386,NA
"Peter Lake",2015,236,2015-08-24,"Metalimnion",-2,NA,4.486666667,0.091,NA
"Peter Lake",2015,236,2015-08-24,"PML",-1,NA,5.176666667,0.062,NA
"Peter Lake",2015,236,2015-08-24,"Hypolimnion",7,NA,5.986666667,0.323,NA
"Paul Lake",2015,237,2015-08-25,"Metalimnion",-2,NA,3.516666667,0.056,NA
"Paul Lake",2015,237,2015-08-25,"PML",-1,NA,3.416666667,0.057,NA
"Paul Lake",2015,237,2015-08-25,"Hypolimnion",7,NA,5.346666667,0.561,NA
"Tuesday Lake",2015,238,2015-08-26,"Metalimnion",-2,NA,10.10666667,0.21,NA
"Tuesday Lake",2015,238,2015-08-26,"PML",-1,NA,9.696666667,0.184,NA
"Tuesday Lake",2015,238,2015-08-26,"Hypolimnion",7,NA,11.70666667,0.37,NA
"Peter Lake",2016,137,2016-05-16,"Metalimnion",-2,NA,NA,0.087,NA
"Peter Lake",2016,137,2016-05-16,"PML",-1,NA,5.35,0.077,NA
"Peter Lake",2016,137,2016-05-16,"Hypolimnion",7,7.183,NA,0.242,NA
"Paul Lake",2016,138,2016-05-17,"Metalimnion",-2,NA,NA,0.056,NA
"Paul Lake",2016,138,2016-05-17,"PML",-1,NA,3.71,0.046,NA
"Paul Lake",2016,138,2016-05-17,"Hypolimnion",7,7.038,NA,0.352,NA
"Tuesday Lake",2016,139,2016-05-18,"Metalimnion",-2,NA,NA,0.238,NA
"Tuesday Lake",2016,139,2016-05-18,"PML",-1,NA,11.72,0.221,NA
"Tuesday Lake",2016,139,2016-05-18,"Hypolimnion",7,6.855,NA,0.312,NA
"Peter Lake",2016,144,2016-05-23,"Metalimnion",-2,NA,NA,0.1,NA
"Peter Lake",2016,144,2016-05-23,"PML",-1,NA,6.33,0.077,NA
"Peter Lake",2016,144,2016-05-23,"Hypolimnion",7,8.445,NA,0.283,NA
"Paul Lake",2016,145,2016-05-24,"Metalimnion",-2,NA,NA,0.053,NA
"Paul Lake",2016,145,2016-05-24,"PML",-1,NA,4.02,0.048,NA
"Paul Lake",2016,145,2016-05-24,"Hypolimnion",7,8.235,NA,0.312,NA
"Tuesday Lake",2016,146,2016-05-25,"Metalimnion",-2,NA,NA,0.218,NA
"Tuesday Lake",2016,146,2016-05-25,"PML",-1,NA,11.29,0.213,NA
"Tuesday Lake",2016,146,2016-05-25,"Hypolimnion",7,6.745,NA,0.319,NA
"Peter Lake",2016,151,2016-05-30,"Metalimnion",-2,NA,NA,0.09,NA
"Peter Lake",2016,151,2016-05-30,"PML",-1,NA,4.92,0.085,NA
"Peter Lake",2016,151,2016-05-30,"Hypolimnion",7,8.656,NA,0.289,NA
"Paul Lake",2016,152,2016-05-31,"Metalimnion",-2,NA,NA,0.06,NA
"Paul Lake",2016,152,2016-05-31,"PML",-1,NA,3.92,0.071,NA
"Paul Lake",2016,152,2016-05-31,"Hypolimnion",7,8.789,NA,0.353,NA
"Tuesday Lake",2016,153,2016-06-01,"Metalimnion",-2,NA,NA,0.241,NA
"Tuesday Lake",2016,153,2016-06-01,"PML",-1,NA,9.81,0.206,NA
"Tuesday Lake",2016,153,2016-06-01,"Hypolimnion",7,7.082,NA,0.275,NA
"Peter Lake",2016,158,2016-06-06,"Metalimnion",-2,NA,NA,0.095,NA
"Peter Lake",2016,158,2016-06-06,"PML",-1,NA,6.14,0.094,NA
"Peter Lake",2016,158,2016-06-06,"Hypolimnion",7,7.651,NA,0.26,NA
"Paul Lake",2016,159,2016-06-07,"Metalimnion",-2,NA,NA,0.065,NA
"Paul Lake",2016,159,2016-06-07,"PML",-1,NA,4.25,0.063,NA
"Paul Lake",2016,159,2016-06-07,"Hypolimnion",7,8.729,NA,0.359,NA
"Tuesday Lake",2016,160,2016-06-08,"Metalimnion",-2,NA,NA,0.232,NA
"Tuesday Lake",2016,160,2016-06-08,"PML",-1,NA,11.96,0.215,NA
"Tuesday Lake",2016,160,2016-06-08,"Hypolimnion",7,6.925,NA,0.311,NA
"Peter Lake",2016,165,2016-06-13,"Metalimnion",-2,NA,NA,0.091,NA
"Peter Lake",2016,165,2016-06-13,"PML",-1,NA,5.22,0.094,NA
"Peter Lake",2016,165,2016-06-13,"Hypolimnion",7,7.633,NA,0.207,NA
"Paul Lake",2016,166,2016-06-14,"Metalimnion",-2,NA,NA,0.06,NA
"Paul Lake",2016,166,2016-06-14,"PML",-1,NA,4.03,0.061,NA
"Paul Lake",2016,166,2016-06-14,"Hypolimnion",7,8.894,NA,0.352,NA
"Tuesday Lake",2016,167,2016-06-15,"Metalimnion",-2,NA,NA,0.218,NA
"Tuesday Lake",2016,167,2016-06-15,"PML",-1,NA,10.08,0.211,NA
"Tuesday Lake",2016,167,2016-06-15,"Hypolimnion",7,7.068,NA,0.319,NA
"Peter Lake",2016,172,2016-06-20,"Metalimnion",-2,NA,NA,0.09,NA
"Peter Lake",2016,172,2016-06-20,"PML",-1,NA,5.26,0.089,NA
"Peter Lake",2016,172,2016-06-20,"Hypolimnion",7,10.182,NA,0.35,NA
"Paul Lake",2016,173,2016-06-21,"Metalimnion",-2,NA,NA,0.056,NA
"Paul Lake",2016,173,2016-06-21,"PML",-1,NA,4.13,0.059,NA
"Paul Lake",2016,173,2016-06-21,"Hypolimnion",7,8.986,NA,0.337,NA
"Tuesday Lake",2016,174,2016-06-22,"Metalimnion",-2,NA,NA,0.261,NA
"Tuesday Lake",2016,174,2016-06-22,"PML",-1,NA,10.53,0.216,NA
"Tuesday Lake",2016,174,2016-06-22,"Hypolimnion",7,7.42,NA,0.321,NA
"Peter Lake",2016,179,2016-06-27,"Metalimnion",-2,NA,NA,0.093,NA
"Peter Lake",2016,179,2016-06-27,"PML",-1,NA,5.67,0.091,NA
"Peter Lake",2016,179,2016-06-27,"Hypolimnion",7,9.986,NA,0.328,NA
"Paul Lake",2016,180,2016-06-28,"Metalimnion",-2,NA,NA,0.056,NA
"Paul Lake",2016,180,2016-06-28,"PML",-1,NA,4.61,0.062,NA
"Paul Lake",2016,180,2016-06-28,"Hypolimnion",7,7.254,NA,0.31,NA
"Tuesday Lake",2016,181,2016-06-29,"Metalimnion",-2,NA,NA,0.24,NA
"Tuesday Lake",2016,181,2016-06-29,"PML",-1,NA,10.77,0.232,NA
"Tuesday Lake",2016,181,2016-06-29,"Hypolimnion",7,7.491,NA,0.323,NA
"Peter Lake",2016,186,2016-07-04,"Metalimnion",-2,NA,NA,0.086,NA
"Peter Lake",2016,186,2016-07-04,"PML",-1,NA,5.58,0.09,NA
"Peter Lake",2016,186,2016-07-04,"Hypolimnion",7,9.298,NA,0.326,NA
"Paul Lake",2016,187,2016-07-05,"Metalimnion",-2,NA,NA,0.054,NA
"Paul Lake",2016,187,2016-07-05,"PML",-1,NA,4.19,0.061,NA
"Paul Lake",2016,187,2016-07-05,"Hypolimnion",7,9.434,NA,0.334,NA
"Tuesday Lake",2016,188,2016-07-06,"Metalimnion",-2,NA,NA,0.245,NA
"Tuesday Lake",2016,188,2016-07-06,"PML",-1,NA,10.18,0.218,NA
"Tuesday Lake",2016,188,2016-07-06,"Hypolimnion",7,7.115,NA,0.322,NA
"Peter Lake",2016,193,2016-07-11,"Metalimnion",-2,NA,NA,0.094,NA
"Peter Lake",2016,193,2016-07-11,"PML",-1,NA,5.4,0.092,NA
"Peter Lake",2016,193,2016-07-11,"Hypolimnion",7,9.744,NA,0.308,NA
"Paul Lake",2016,194,2016-07-12,"Metalimnion",-2,NA,NA,0.057,NA
"Paul Lake",2016,194,2016-07-12,"PML",-1,NA,4.11,0.06,NA
"Paul Lake",2016,194,2016-07-12,"Hypolimnion",7,8.547052703,NA,0.351,NA
"Tuesday Lake",2016,195,2016-07-13,"Metalimnion",-2,NA,NA,0.253,NA
"Tuesday Lake",2016,195,2016-07-13,"PML",-1,NA,9.89,0.226,NA
"Tuesday Lake",2016,195,2016-07-13,"Hypolimnion",7,7.858517243,NA,0.348,NA
"Peter Lake",2016,200,2016-07-18,"Metalimnion",-2,NA,NA,0.09,NA
"Peter Lake",2016,200,2016-07-18,"PML",-1,NA,5.47,0.093,NA
"Peter Lake",2016,200,2016-07-18,"Hypolimnion",7,8.440590572,NA,0.277,NA
"Paul Lake",2016,201,2016-07-19,"Metalimnion",-2,NA,NA,0.064,NA
"Paul Lake",2016,201,2016-07-19,"PML",-1,NA,4.33,0.067,NA
"Paul Lake",2016,201,2016-07-19,"Hypolimnion",7,8.948043777,NA,0.281,NA
"Tuesday Lake",2016,202,2016-07-20,"Metalimnion",-2,NA,NA,0.231,NA
"Tuesday Lake",2016,202,2016-07-20,"PML",-1,NA,10.03,0.212,NA
