"lakename","year4","daynum","sampledate","depth","depth_id","DIC_mg","doc","absorbance","tpc"
"Peter Lake",2001,226,2001-08-14,"Hypolimnion",7,NA,5.76,0.273,1.7
"Paul Lake",2001,232,2001-08-20,"Metalimnion",-2,NA,3.52,0.058,0.52
"Paul Lake",2001,232,2001-08-20,"PML",-1,NA,4.45,0.059,0.44
"Paul Lake",2001,232,2001-08-20,"Hypolimnion",7,NA,4.29,0.407,2.49
"Peter Lake",2001,233,2001-08-21,"Metalimnion",-2,NA,4.2,0.058,0.58
"Peter Lake",2001,233,2001-08-21,"PML",-1,NA,4.38,0.055,0.53
"Peter Lake",2001,233,2001-08-21,"Hypolimnion",7,NA,4.93,0.209,1.73
"Paul Lake",2001,239,2001-08-27,"Metalimnion",-2,NA,3.23,0.063,0.46
"Paul Lake",2001,239,2001-08-27,"PML",-1,NA,3.43,0.055,0.42
"Paul Lake",2001,239,2001-08-27,"Hypolimnion",7,NA,4.43,0.496,2.7
"Peter Lake",2001,240,2001-08-28,"Metalimnion",-2,NA,4.19,0.059,0.63
"Peter Lake",2001,240,2001-08-28,"PML",-1,NA,4.28,0.059,0.59
"Peter Lake",2001,240,2001-08-28,"Hypolimnion",7,NA,5.59,0.296,1.8
"Peter Lake",2002,148,2002-05-28,"Metalimnion",-2,NA,5.3,0.07,0.99
"Peter Lake",2002,148,2002-05-28,"PML",-1,NA,4.9,0.069,1.1
"Peter Lake",2002,148,2002-05-28,"Hypolimnion",7,NA,5.29,0.168,1.12
"Tuesday Lake",2002,149,2002-05-29,"Metalimnion",-2,NA,7.91,0.158,1.47
"Tuesday Lake",2002,149,2002-05-29,"PML",-1,NA,7.86,0.151,1.1
"Tuesday Lake",2002,149,2002-05-29,"Hypolimnion",7,NA,8.28,0.244,1.94
"Paul Lake",2002,150,2002-05-30,"Metalimnion",-2,NA,3.59,0.078,1.48
"Paul Lake",2002,150,2002-05-30,"PML",-1,NA,3.77,0.062,0.57
"Paul Lake",2002,150,2002-05-30,"Hypolimnion",7,NA,3.81,0.064,3.02
"Peter Lake",2002,154,2002-06-03,"Metalimnion",-2,NA,4.51,0.067,1.34
"Peter Lake",2002,154,2002-06-03,"PML",-1,NA,4.62,0.064,0.77
"Peter Lake",2002,154,2002-06-03,"Hypolimnion",7,NA,4.97,0.116,0.99
"Tuesday Lake",2002,155,2002-06-04,"Metalimnion",-2,NA,9.58,0.163,1.03
"Tuesday Lake",2002,155,2002-06-04,"PML",-1,NA,7.75,0.151,1.28
"Tuesday Lake",2002,155,2002-06-04,"Hypolimnion",7,NA,8.76,0.244,1.58
"Paul Lake",2002,156,2002-06-05,"Metalimnion",-2,NA,3.86,0.07,1.38
"Paul Lake",2002,156,2002-06-05,"PML",-1,NA,6.19,0.074,0.85
"Paul Lake",2002,156,2002-06-05,"Hypolimnion",7,NA,3.59,0.085,2.52
"Peter Lake",2002,161,2002-06-10,"Metalimnion",-2,NA,4.79,0.069,1.16
"Peter Lake",2002,161,2002-06-10,"PML",-1,NA,5.3,0.063,1.13
"Peter Lake",2002,161,2002-06-10,"Hypolimnion",7,NA,4.86,0.181,1.05
"Tuesday Lake",2002,162,2002-06-11,"Metalimnion",-2,NA,8.07,0.156,1.07
"Tuesday Lake",2002,162,2002-06-11,"PML",-1,NA,7.91,0.137,1.11
"Tuesday Lake",2002,162,2002-06-11,"Hypolimnion",7,NA,10.07,0.278,1.39
"Paul Lake",2002,163,2002-06-12,"Metalimnion",-2,NA,6.78,0.073,1.41
"Paul Lake",2002,163,2002-06-12,"PML",-1,NA,4.47,0.071,0.55
"Paul Lake",2002,163,2002-06-12,"Hypolimnion",7,NA,4.37,0.145,2.17
"Peter Lake",2002,168,2002-06-17,"Metalimnion",-2,NA,4.6,0.065,1.4
"Peter Lake",2002,168,2002-06-17,"PML",-1,NA,5.68,0.078,0.8
"Peter Lake",2002,168,2002-06-17,"Hypolimnion",7,NA,5.66,0.179,0.97
"Tuesday Lake",2002,169,2002-06-18,"Metalimnion",-2,NA,5.93,0.162,1.16
"Tuesday Lake",2002,169,2002-06-18,"PML",-1,NA,9.18,0.169,1.13
"Tuesday Lake",2002,169,2002-06-18,"Hypolimnion",7,NA,9.6,0.265,1.31
"Paul Lake",2002,170,2002-06-19,"Metalimnion",-2,NA,3.63,0.072,1.12
"Paul Lake",2002,170,2002-06-19,"PML",-1,NA,4.04,0.077,0.47
"Paul Lake",2002,170,2002-06-19,"Hypolimnion",7,NA,4.2,0.13,1.92
"Peter Lake",2002,175,2002-06-24,"Metalimnion",-2,NA,4.44,0.072,1.11
"Peter Lake",2002,175,2002-06-24,"PML",-1,NA,5.03,0.075,0.78
"Peter Lake",2002,175,2002-06-24,"Hypolimnion",7,NA,5.65,0.156,1.3
"Tuesday Lake",2002,176,2002-06-25,"Metalimnion",-2,NA,7.95,0.164,1.04
"Tuesday Lake",2002,176,2002-06-25,"PML",-1,NA,8.23,0.153,1.07
"Tuesday Lake",2002,176,2002-06-25,"Hypolimnion",7,NA,10.63,0.27,1.33
"Paul Lake",2002,177,2002-06-26,"Metalimnion",-2,NA,3.79,0.075,0.56
"Paul Lake",2002,177,2002-06-26,"PML",-1,NA,3.9,0.081,0.31
"Paul Lake",2002,177,2002-06-26,"Hypolimnion",7,NA,4.83,0.171,1.89
"Peter Lake",2002,182,2002-07-01,"Metalimnion",-2,NA,4.55,0.071,1.05
"Peter Lake",2002,182,2002-07-01,"PML",-1,NA,5.68,0.079,2.18
"Peter Lake",2002,182,2002-07-01,"Hypolimnion",7,NA,4.87,0.176,1.06
"Tuesday Lake",2002,183,2002-07-02,"Metalimnion",-2,NA,7.79,0.157,1.04
"Tuesday Lake",2002,183,2002-07-02,"PML",-1,NA,9.21,0.155,0.99
"Tuesday Lake",2002,183,2002-07-02,"Hypolimnion",7,NA,9.03,0.275,1.26
"Paul Lake",2002,184,2002-07-03,"Metalimnion",-2,NA,3.85,0.069,0.74
"Paul Lake",2002,184,2002-07-03,"PML",-1,NA,4.58,0.078,0.33
"Paul Lake",2002,184,2002-07-03,"Hypolimnion",7,NA,4.46,0.202,1.79
"Peter Lake",2002,189,2002-07-08,"Metalimnion",-2,NA,4.78,0.078,0.92
"Peter Lake",2002,189,2002-07-08,"PML",-1,NA,5.66,0.07,1.24
"Peter Lake",2002,189,2002-07-08,"Hypolimnion",7,NA,5.28,0.176,1.05
"Tuesday Lake",2002,190,2002-07-09,"Metalimnion",-2,NA,8.18,0.166,0.89
"Tuesday Lake",2002,190,2002-07-09,"PML",-1,NA,9.09,0.173,0.71
"Tuesday Lake",2002,190,2002-07-09,"Hypolimnion",7,NA,9.42,0.283,1.3
"Paul Lake",2002,191,2002-07-10,"Metalimnion",-2,NA,4.15,0.081,0.77
"Paul Lake",2002,191,2002-07-10,"PML",-1,NA,4.46,0.081,0.63
"Paul Lake",2002,191,2002-07-10,"Hypolimnion",7,NA,6.71,0.189,1.91
"Peter Lake",2002,196,2002-07-15,"Metalimnion",-2,NA,5.85,0.078,1.02
"Peter Lake",2002,196,2002-07-15,"PML",-1,NA,6.27,0.081,1.79
"Peter Lake",2002,196,2002-07-15,"Hypolimnion",7,NA,5.5,0.166,1.04
"Tuesday Lake",2002,197,2002-07-16,"Metalimnion",-2,NA,10.91,0.17,0.9
"Tuesday Lake",2002,197,2002-07-16,"PML",-1,NA,9.85,0.162,0.81
"Tuesday Lake",2002,197,2002-07-16,"Hypolimnion",7,NA,9.76,0.255,1.32
"Paul Lake",2002,198,2002-07-17,"Metalimnion",-2,NA,3.57,0.085,0.52
"Paul Lake",2002,198,2002-07-17,"PML",-1,NA,5.1,0.083,0.42
"Paul Lake",2002,198,2002-07-17,"Hypolimnion",7,NA,4.39,0.129,1.55
"Peter Lake",2002,203,2002-07-22,"Metalimnion",-2,NA,5.61,0.082,1.05
"Peter Lake",2002,203,2002-07-22,"PML",-1,NA,7.04,0.076,2.54
"Peter Lake",2002,203,2002-07-22,"Hypolimnion",7,NA,5.59,0.191,0.97
"Tuesday Lake",2002,204,2002-07-23,"Metalimnion",-2,NA,9.32,0.167,1.04
"Tuesday Lake",2002,204,2002-07-23,"PML",-1,NA,8.68,0.155,0.74
"Tuesday Lake",2002,204,2002-07-23,"Hypolimnion",7,NA,9.79,0.302,1.19
"Paul Lake",2002,205,2002-07-24,"Metalimnion",-2,NA,3.72,0.07,0.58
"Paul Lake",2002,205,2002-07-24,"PML",-1,NA,4.45,0.076,0.1
"Paul Lake",2002,205,2002-07-24,"Hypolimnion",7,NA,4.65,0.226,1.61
"Peter Lake",2002,210,2002-07-29,"Metalimnion",-2,NA,5.08,0.084,2.42
"Peter Lake",2002,210,2002-07-29,"PML",-1,NA,5.6,0.086,3.86
"Peter Lake",2002,210,2002-07-29,"Hypolimnion",7,NA,5.29,0.169,1.15
"Tuesday Lake",2002,211,2002-07-30,"Metalimnion",-2,NA,8.3,0.173,0.88
"Tuesday Lake",2002,211,2002-07-30,"PML",-1,NA,8.02,0.158,0.69
"Tuesday Lake",2002,211,2002-07-30,"Hypolimnion",7,NA,8.83,0.282,1.41
"Paul Lake",2002,212,2002-07-31,"Metalimnion",-2,NA,3.6,0.086,0.67
"Paul Lake",2002,212,2002-07-31,"PML",-1,NA,5.43,0.085,0.43
"Paul Lake",2002,212,2002-07-31,"Hypolimnion",7,NA,5.66,0.204,1.85
"Peter Lake",2002,217,2002-08-05,"Metalimnion",-2,NA,4.4,0.073,1.44
"Peter Lake",2002,217,2002-08-05,"PML",-1,NA,5.52,0.088,2.21
"Peter Lake",2002,217,2002-08-05,"Hypolimnion",7,NA,4.65,0.204,0.95
"Tuesday Lake",2002,218,2002-08-06,"Metalimnion",-2,NA,8.05,0.16,1.09
"Tuesday Lake",2002,218,2002-08-06,"PML",-1,NA,7.61,0.146,0.85
"Tuesday Lake",2002,218,2002-08-06,"Hypolimnion",7,NA,8.6,0.288,1.18
"Paul Lake",2002,219,2002-08-07,"Metalimnion",-2,NA,3.72,0.079,0.65
"Paul Lake",2002,219,2002-08-07,"PML",-1,NA,4.16,0.065,0.45
"Paul Lake",2002,219,2002-08-07,"Hypolimnion",7,NA,4.42,0.181,1.57
"Peter Lake",2002,224,2002-08-12,"Metalimnion",-2,NA,4.81,0.072,1.86
"Peter Lake",2002,224,2002-08-12,"PML",-1,NA,5.92,0.07,2.85
"Peter Lake",2002,224,2002-08-12,"Hypolimnion",7,NA,5.15,0.168,0.91
"Tuesday Lake",2002,225,2002-08-13,"Metalimnion",-2,NA,8.07,0.162,0.96
"Tuesday Lake",2002,225,2002-08-13,"PML",-1,NA,7.84,0.14,0.81
"Tuesday Lake",2002,225,2002-08-13,"Hypolimnion",7,NA,8.86,0.274,1.23
"Paul Lake",2002,226,2002-08-14,"Metalimnion",-2,NA,4.08,0.079,0.64
"Paul Lake",2002,226,2002-08-14,"PML",-1,NA,5.01,0.067,0.44
"Paul Lake",2002,226,2002-08-14,"Hypolimnion",7,NA,5.84,0.212,1.77
"Peter Lake",2002,231,2002-08-19,"Metalimnion",-2,NA,4.65,0.074,1.61
"Peter Lake",2002,231,2002-08-19,"PML",-1,NA,6.04,0.07,2.37
"Peter Lake",2002,231,2002-08-19,"Hypolimnion",7,NA,4.66,0.171,1.18
"Tuesday Lake",2002,232,2002-08-20,"Metalimnion",-2,NA,8.41,0.165,1.06
"Tuesday Lake",2002,232,2002-08-20,"PML",-1,NA,8.12,0.142,0.84
"Tuesday Lake",2002,232,2002-08-20,"Hypolimnion",7,NA,8.15,0.256,1.23
"Paul Lake",2002,233,2002-08-21,"Metalimnion",-2,NA,3.38,0.079,0.27
"Paul Lake",2002,233,2002-08-21,"PML",-1,NA,4.01,0.067,0.57
"Paul Lake",2002,233,2002-08-21,"Hypolimnion",7,NA,4.9,0.183,1.68
"Peter Lake",2002,238,2002-08-26,"Metalimnion",-2,NA,5.26,0.064,2.12
"Peter Lake",2002,238,2002-08-26,"PML",-1,NA,6.81,0.064,1.96
"Peter Lake",2002,238,2002-08-26,"Hypolimnion",7,NA,5.83,0.207,1.16
"Tuesday Lake",2002,239,2002-08-27,"Metalimnion",-2,NA,8.04,0.161,0.9
"Tuesday Lake",2002,239,2002-08-27,"PML",-1,NA,7.54,0.132,1.06
"Tuesday Lake",2002,239,2002-08-27,"Hypolimnion",7,NA,8.68,0.297,1.09
"Paul Lake",2002,240,2002-08-28,"Metalimnion",-2,NA,3.63,0.074,NA
"Paul Lake",2002,240,2002-08-28,"PML",-1,NA,4.12,0.067,0.49
"Paul Lake",2002,240,2002-08-28,"Hypolimnion",7,NA,4.47,0.321,1.8
"Peter Lake",2002,246,2002-09-03,"Metalimnion",-2,NA,4.57,0.064,1.55
"Peter Lake",2002,246,2002-09-03,"PML",-1,NA,5.51,0.071,1.88
"Peter Lake",2002,246,2002-09-03,"Hypolimnion",7,NA,4.74,0.162,1.11
"Tuesday Lake",2002,247,2002-09-04,"Metalimnion",-2,NA,7.94,NA,0.85
"Tuesday Lake",2002,247,2002-09-04,"PML",-1,NA,7.49,NA,0.6
"Tuesday Lake",2002,247,2002-09-04,"Hypolimnion",7,NA,8.76,NA,1.08
"Peter Lake",2003,147,2003-05-27,"Metalimnion",-2,NA,4.38,0.063,1.05
"Peter Lake",2003,147,2003-05-27,"PML",-1,NA,5.11,0.063,0.78
"Peter Lake",2003,147,2003-05-27,"Hypolimnion",7,NA,6.17,0.215,NA
"Paul Lake",2003,148,2003-05-28,"Metalimnion",-2,NA,3.84,0.06,0.64
"Paul Lake",2003,148,2003-05-28,"PML",-1,NA,4.53,0.066,0.51
"Paul Lake",2003,148,2003-05-28,"Hypolimnion",7,NA,4.43,0.32,NA
"West Long Lake",2003,149,2003-05-29,"Metalimnion",-2,NA,6.07,0.121,0.72
"West Long Lake",2003,149,2003-05-29,"PML",-1,NA,7.85,0.148,0.76
"West Long Lake",2003,149,2003-05-29,"Hypolimnion",7,NA,6.07,0.144,NA
"Peter Lake",2003,153,2003-06-02,"Metalimnion",-2,NA,4.81,0.05,1.02
"Peter Lake",2003,153,2003-06-02,"PML",-1,NA,5.41,0.054,0.6
"Peter Lake",2003,153,2003-06-02,"Hypolimnion",7,NA,5.97,0.214,NA
"Paul Lake",2003,154,2003-06-03,"Metalimnion",-2,NA,4.17,0.052,0.63
"Paul Lake",2003,154,2003-06-03,"PML",-1,NA,4.19,0.06,0.45
"Paul Lake",2003,154,2003-06-03,"Hypolimnion",7,NA,4.68,0.313,NA
"Peter Lake",2003,160,2003-06-09,"Metalimnion",-2,NA,4.45,0.04,0.87
"Peter Lake",2003,160,2003-06-09,"PML",-1,NA,5.36,0.053,0.55
"Peter Lake",2003,160,2003-06-09,"Hypolimnion",7,NA,5.53,0.181,NA
"Paul Lake",2003,161,2003-06-10,"Metalimnion",-2,NA,3.9,0.042,0.48
"Paul Lake",2003,161,2003-06-10,"PML",-1,NA,3.87,0.056,0.53
"Paul Lake",2003,161,2003-06-10,"Hypolimnion",7,NA,5.28,0.351,NA
"West Long Lake",2003,162,2003-06-11,"Metalimnion",-2,NA,6.64,0.123,0.48
"West Long Lake",2003,162,2003-06-11,"PML",-1,NA,7.69,0.14,0.51
"West Long Lake",2003,162,2003-06-11,"Hypolimnion",7,NA,5.87,0.13,NA
"Peter Lake",2003,167,2003-06-16,"Metalimnion",-2,NA,4.79,0.047,0.62
"Peter Lake",2003,167,2003-06-16,"PML",-1,NA,4.54,0.048,0.42
"Peter Lake",2003,167,2003-06-16,"Hypolimnion",7,NA,5.85,0.218,NA
"Paul Lake",2003,168,2003-06-17,"Metalimnion",-2,NA,3.58,0.05,0.38
"Paul Lake",2003,168,2003-06-17,"PML",-1,NA,3.9,0.058,0.28
"Paul Lake",2003,168,2003-06-17,"Hypolimnion",7,NA,5.23,0.324,NA
"Peter Lake",2003,174,2003-06-23,"Metalimnion",-2,NA,4.56,0.065,0.84
"Peter Lake",2003,174,2003-06-23,"PML",-1,NA,4.77,0.059,0.49
"Peter Lake",2003,174,2003-06-23,"Hypolimnion",7,NA,5.7,0.232,NA
"Paul Lake",2003,175,2003-06-24,"Metalimnion",-2,NA,3.74,0.067,0.47
"Paul Lake",2003,175,2003-06-24,"PML",-1,NA,4.2,0.079,0.41
"Paul Lake",2003,175,2003-06-24,"Hypolimnion",7,NA,5.07,0.381,NA
"West Long Lake",2003,176,2003-06-25,"Metalimnion",-2,NA,5.91,0.132,NA
"West Long Lake",2003,176,2003-06-25,"PML",-1,NA,7.32,0.146,0.52
"West Long Lake",2003,176,2003-06-25,"Hypolimnion",7,NA,6.13,0.17,NA
"Peter Lake",2003,181,2003-06-30,"Metalimnion",-2,NA,4.39,0.06,NA
"Peter Lake",2003,181,2003-06-30,"PML",-1,NA,4.87,0.064,0.57
"Peter Lake",2003,181,2003-06-30,"Hypolimnion",7,NA,5.22,0.274,NA
"Paul Lake",2003,182,2003-07-01,"Metalimnion",-2,NA,3.44,0.058,NA
"Paul Lake",2003,182,2003-07-01,"PML",-1,NA,4.45,0.068,0.45
"Paul Lake",2003,182,2003-07-01,"Hypolimnion",7,NA,4.31,0.319,NA
"Peter Lake",2003,188,2003-07-07,"Metalimnion",-2,NA,4.4,0.057,NA
"Peter Lake",2003,188,2003-07-07,"PML",-1,NA,5.09,0.059,0.66
"Peter Lake",2003,188,2003-07-07,"Hypolimnion",7,NA,5.29,0.276,NA
"Paul Lake",2003,189,2003-07-08,"Metalimnion",-2,NA,3.43,0.059,NA
"Paul Lake",2003,189,2003-07-08,"PML",-1,NA,4.68,0.074,0.54
"Paul Lake",2003,189,2003-07-08,"Hypolimnion",7,NA,4.35,0.345,NA
"West Long Lake",2003,190,2003-07-09,"Metalimnion",-2,NA,6.79,0.143,NA
"West Long Lake",2003,190,2003-07-09,"PML",-1,NA,7.6,0.168,0.4
"West Long Lake",2003,190,2003-07-09,"Hypolimnion",7,NA,6.55,0.22,NA
"Peter Lake",2003,195,2003-07-14,"Metalimnion",-2,NA,4.57,0.046,NA
"Peter Lake",2003,195,2003-07-14,"PML",-1,NA,4.58,0.043,0.92
"Peter Lake",2003,195,2003-07-14,"Hypolimnion",7,NA,5.08,0.234,NA
"Paul Lake",2003,196,2003-07-15,"Metalimnion",-2,NA,3.68,0.056,NA
"Paul Lake",2003,196,2003-07-15,"PML",-1,NA,4.04,0.059,0.7
"Paul Lake",2003,196,2003-07-15,"Hypolimnion",7,NA,4.97,0.403,NA
"Peter Lake",2003,202,2003-07-21,"Metalimnion",-2,NA,4.28,0.062,NA
"Peter Lake",2003,202,2003-07-21,"PML",-1,NA,4.46,0.061,0.97
"Peter Lake",2003,202,2003-07-21,"Hypolimnion",7,NA,5.16,0.343,NA
"Paul Lake",2003,203,2003-07-22,"Metalimnion",-2,NA,4.23,0.065,NA
"Paul Lake",2003,203,2003-07-22,"PML",-1,NA,4.35,0.079,0.51
"Paul Lake",2003,203,2003-07-22,"Hypolimnion",7,NA,4.66,0.427,NA
"West Long Lake",2003,204,2003-07-23,"Metalimnion",-2,NA,5.95,0.138,NA
"West Long Lake",2003,204,2003-07-23,"PML",-1,NA,7.05,0.152,0.54
"West Long Lake",2003,204,2003-07-23,"Hypolimnion",7,NA,6.3,0.227,NA
"Peter Lake",2003,209,2003-07-28,"Metalimnion",-2,NA,4.58,0.027,NA
"Peter Lake",2003,209,2003-07-28,"PML",-1,NA,4.67,0.025,1.03
"Peter Lake",2003,209,2003-07-28,"Hypolimnion",7,NA,5.67,0.2,NA
"Paul Lake",2003,210,2003-07-29,"Metalimnion",-2,NA,4.22,0.039,NA
"Paul Lake",2003,210,2003-07-29,"PML",-1,NA,4.33,0.047,0.62
"Paul Lake",2003,210,2003-07-29,"Hypolimnion",7,NA,4.08,0.274,NA
"Peter Lake",2003,216,2003-08-04,"Metalimnion",-2,NA,4.55,0.059,NA
"Peter Lake",2003,216,2003-08-04,"PML",-1,NA,4.83,0.037,1.03
"Peter Lake",2003,216,2003-08-04,"Hypolimnion",7,NA,5.1,0.116,NA
"Paul Lake",2003,217,2003-08-05,"Metalimnion",-2,NA,4.14,0.057,NA
"Paul Lake",2003,217,2003-08-05,"PML",-1,NA,4.47,0.054,0.41
"Paul Lake",2003,217,2003-08-05,"Hypolimnion",7,NA,4.59,0.358,NA
"West Long Lake",2003,218,2003-08-06,"Metalimnion",-2,NA,6.24,0.13,NA
"West Long Lake",2003,218,2003-08-06,"PML",-1,NA,7.03,0.127,0.46
"West Long Lake",2003,218,2003-08-06,"Hypolimnion",7,NA,6.37,0.241,NA
"Peter Lake",2003,223,2003-08-11,"Metalimnion",-2,NA,4.43,0.053,NA
"Peter Lake",2003,223,2003-08-11,"PML",-1,NA,5.44,0.04,0.74
"Peter Lake",2003,223,2003-08-11,"Hypolimnion",7,NA,5.87,0.232,NA
"Paul Lake",2003,224,2003-08-12,"Metalimnion",-2,NA,3.65,0.051,NA
"Paul Lake",2003,224,2003-08-12,"PML",-1,NA,4.07,0.049,0.52
"Paul Lake",2003,224,2003-08-12,"Hypolimnion",7,NA,4.57,0.359,NA
"Peter Lake",2003,230,2003-08-18,"Metalimnion",-2,NA,4.74,0.033,NA
"Peter Lake",2003,230,2003-08-18,"PML",-1,NA,5.24,0.028,0.63
"Peter Lake",2003,230,2003-08-18,"Hypolimnion",7,NA,5.2,0.23,NA
"Paul Lake",2003,231,2003-08-19,"Metalimnion",-2,NA,3.89,0.048,NA
"Paul Lake",2003,231,2003-08-19,"PML",-1,NA,5.17,0.041,0.5
"Paul Lake",2003,231,2003-08-19,"Hypolimnion",7,NA,5.2,0.414,NA
"West Long Lake",2003,232,2003-08-20,"Metalimnion",-2,NA,6.18,0.108,NA
"West Long Lake",2003,232,2003-08-20,"PML",-1,NA,8.14,0.127,0.5
"West Long Lake",2003,232,2003-08-20,"Hypolimnion",7,NA,6.59,0.234,NA
"Peter Lake",2003,237,2003-08-25,"Metalimnion",-2,NA,5.01,0.052,NA
"Peter Lake",2003,237,2003-08-25,"PML",-1,NA,5.19,0.046,0.8
"Peter Lake",2003,237,2003-08-25,"Hypolimnion",7,NA,5.24,0.28,NA
"Paul Lake",2003,238,2003-08-26,"Metalimnion",-2,NA,3.63,0.067,NA
"Paul Lake",2003,238,2003-08-26,"PML",-1,NA,4.29,0.056,0.52
"Paul Lake",2003,238,2003-08-26,"Hypolimnion",7,NA,4.73,0.47,NA
"Paul Lake",2004,146,2004-05-25,"Metalimnion",-2,NA,3.69,0.06,NA
"Paul Lake",2004,146,2004-05-25,"PML",-1,NA,3.69,0.062,NA
"Paul Lake",2004,146,2004-05-25,"Hypolimnion",7,NA,4.88,0.444,NA
"Peter Lake",2004,147,2004-05-26,"Metalimnion",-2,NA,4.19,0.053,NA
"Peter Lake",2004,147,2004-05-26,"PML",-1,NA,4.81,0.06,NA
"Peter Lake",2004,147,2004-05-26,"Hypolimnion",7,NA,5.02,0.167,NA
"West Long Lake",2004,148,2004-05-27,"Metalimnion",-2,NA,7.02,0.138,NA
"West Long Lake",2004,148,2004-05-27,"PML",-1,NA,9.38,0.173,NA
"West Long Lake",2004,148,2004-05-27,"Hypolimnion",7,NA,7.61,0.165,NA
"Paul Lake",2004,153,2004-06-01,"Metalimnion",-2,NA,3.83,0.071,NA
"Paul Lake",2004,153,2004-06-01,"PML",-1,NA,3.86,0.067,NA
"Paul Lake",2004,153,2004-06-01,"Hypolimnion",7,NA,5.82,0.42,NA
"Peter Lake",2004,154,2004-06-02,"Metalimnion",-2,NA,4.35,0.054,NA
"Peter Lake",2004,154,2004-06-02,"PML",-1,NA,4.93,0.061,NA
"Peter Lake",2004,154,2004-06-02,"Hypolimnion",7,NA,5.66,0.217,NA
"West Long Lake",2004,155,2004-06-03,"Metalimnion",-2,NA,6.99,0.136,NA
"West Long Lake",2004,155,2004-06-03,"PML",-1,NA,8.34,0.178,NA
"West Long Lake",2004,155,2004-06-03,"Hypolimnion",7,NA,7.08,0.17,NA
"Paul Lake",2004,159,2004-06-07,"Metalimnion",-2,NA,3.56,0.099,NA
"Paul Lake",2004,159,2004-06-07,"PML",-1,NA,4.2,0.084,NA
"Paul Lake",2004,159,2004-06-07,"Hypolimnion",7,NA,4.49,0.198,NA
"East Long Lake",2004,160,2004-06-08,"Metalimnion",-2,NA,8.59,0.201,NA
"East Long Lake",2004,160,2004-06-08,"PML",-1,NA,7.98,0.213,NA
"East Long Lake",2004,160,2004-06-08,"Hypolimnion",7,NA,9.81,0.336,NA
"West Long Lake",2004,161,2004-06-09,"Metalimnion",-2,NA,7.52,0.149,NA
"West Long Lake",2004,161,2004-06-09,"PML",-1,NA,8.49,0.192,NA
"West Long Lake",2004,161,2004-06-09,"Hypolimnion",7,NA,6.82,0.209,NA
"Paul Lake",2004,166,2004-06-14,"Metalimnion",-2,NA,3.93,0.062,NA
"Paul Lake",2004,166,2004-06-14,"PML",-1,NA,4.72,0.071,NA
"Paul Lake",2004,166,2004-06-14,"Hypolimnion",7,NA,6.07,0.417,NA
"Peter Lake",2004,167,2004-06-15,"Metalimnion",-2,NA,4.75,0.062,NA
"Peter Lake",2004,167,2004-06-15,"PML",-1,NA,5.77,0.069,NA
"Peter Lake",2004,167,2004-06-15,"Hypolimnion",7,NA,5.7,0.213,NA
"West Long Lake",2004,168,2004-06-16,"Metalimnion",-2,NA,7.36,0.142,NA
"West Long Lake",2004,168,2004-06-16,"PML",-1,NA,8.87,0.21,NA
"West Long Lake",2004,168,2004-06-16,"Hypolimnion",7,NA,6.94,0.211,NA
"Paul Lake",2004,173,2004-06-21,"Metalimnion",-2,NA,3.47,0.059,NA
"Paul Lake",2004,173,2004-06-21,"PML",-1,NA,4.13,0.069,NA
"Paul Lake",2004,173,2004-06-21,"Hypolimnion",7,NA,5.27,0.457,NA
"East Long Lake",2004,174,2004-06-22,"Metalimnion",-2,NA,8.85,0.229,NA
"East Long Lake",2004,174,2004-06-22,"PML",-1,NA,8.47,0.241,NA
"East Long Lake",2004,174,2004-06-22,"Hypolimnion",7,NA,9.56,0.331,NA
"West Long Lake",2004,175,2004-06-23,"Metalimnion",-2,NA,6.78,0.152,NA
"West Long Lake",2004,175,2004-06-23,"PML",-1,NA,8.85,0.221,NA
"West Long Lake",2004,175,2004-06-23,"Hypolimnion",7,NA,6.89,0.206,NA
"Paul Lake",2004,180,2004-06-28,"Metalimnion",-2,NA,3.65,0.056,NA
"Paul Lake",2004,180,2004-06-28,"PML",-1,NA,4.65,0.066,NA
"Paul Lake",2004,180,2004-06-28,"Hypolimnion",7,NA,8.6,0.448,NA
"Peter Lake",2004,181,2004-06-29,"Metalimnion",-2,NA,4.86,0.065,NA
"Peter Lake",2004,181,2004-06-29,"PML",-1,NA,5.37,0.067,NA
"Peter Lake",2004,181,2004-06-29,"Hypolimnion",7,NA,6.05,0.207,NA
"West Long Lake",2004,182,2004-06-30,"Metalimnion",-2,NA,6.76,0.161,NA
"West Long Lake",2004,182,2004-06-30,"PML",-1,NA,8.77,0.216,NA
"West Long Lake",2004,182,2004-06-30,"Hypolimnion",7,NA,6.82,0.207,NA
"Paul Lake",2004,188,2004-07-06,"Metalimnion",-2,NA,3.59,0.064,NA
"Paul Lake",2004,188,2004-07-06,"PML",-1,NA,4.55,0.064,NA
"Paul Lake",2004,188,2004-07-06,"Hypolimnion",7,NA,4.83,0.454,NA
"East Long Lake",2004,189,2004-07-07,"Metalimnion",-2,NA,8.37,0.22,NA
"East Long Lake",2004,189,2004-07-07,"PML",-1,NA,8.38,0.218,NA
"East Long Lake",2004,189,2004-07-07,"Hypolimnion",7,NA,9.15,0.322,NA
"West Long Lake",2004,190,2004-07-08,"Metalimnion",-2,NA,6.94,0.167,NA
"West Long Lake",2004,190,2004-07-08,"PML",-1,NA,8.69,0.215,NA
"West Long Lake",2004,190,2004-07-08,"Hypolimnion",7,NA,6.65,0.204,NA
